"행정구역별(시군구)","성별","연령별","항목","단위","2019 년",
"경기도","계","25~29세","3세대가구-계","","48367",
"경기도","계","25~29세","3세대가구-부부+미혼자녀+양친","","3263",
"경기도","계","25~29세","3세대가구-부부+미혼자녀+부친","","3292",
"경기도","계","25~29세","3세대가구-부부+미혼자녀+모친","","19058",
"경기도","계","25~29세","3세대가구-기타","","22754",
"경기도","계","25~29세","4세대이상 가구","","497",
"경기도","계","25~29세","1인가구","","143503",
"경기도","계","25~29세","비친족가구","","28867",
"경기도","계","30~34세","일반가구원","","809456",
"경기도","계","30~34세","1세대가구-계","","122999",
"경기도","계","30~34세","1세대가구-부부","","100736",
"경기도","계","30~34세","1세대가구-부부+미혼형제자매","","2297",
"경기도","계","30~34세","1세대가구-부부+기타 친인척","","244",
"경기도","계","30~34세","1세대가구-가구주+미혼형제자매","","16065",
"경기도","계","30~34세","1세대가구-가구주+기타 친인척","","952",
"경기도","계","30~34세","1세대가구-기타","","2705",
"경기도","계","30~34세","2세대가구-계","","486196",
"경기도","계","30~34세","2세대가구-부부+미혼자녀","","358775",
"경기도","계","30~34세","2세대가구-부+미혼자녀","","18267",
"경기도","계","30~34세","2세대가구-모+미혼자녀","","58793",
"경기도","계","30~34세","2세대가구-부부+양친","","1361",
"경기도","계","30~34세","2세대가구-부부+한부모","","3354",
"경기도","계","30~34세","2세대가구-부부+미혼자녀+부부미혼형제자매","","7852",
"경기도","계","30~34세","2세대가구-조부모+미혼손자녀","","403",
"경기도","계","30~34세","2세대가구-조부 또는 조모+미혼손자녀","","2098",
"경기도","계","30~34세","2세대가구-기타","","35293",
"경기도","계","30~34세","3세대가구-계","","42070",
"경기도","계","30~34세","3세대가구-부부+미혼자녀+양친","","5356",
"경기도","계","30~34세","3세대가구-부부+미혼자녀+부친","","4250",
"경기도","계","30~34세","3세대가구-부부+미혼자녀+모친","","13530",
"경기도","계","30~34세","3세대가구-기타","","18934",
"경기도","계","30~34세","4세대이상 가구","","760",
"경기도","계","30~34세","1인가구","","130162",
"경기도","계","30~34세","비친족가구","","27269",
"경기도","계","35~39세","일반가구원","","1046370",
"경기도","계","35~39세","1세대가구-계","","102993",
"경기도","계","35~39세","1세대가구-부부","","86350",
"경기도","계","35~39세","1세대가구-부부+미혼형제자매","","1890",
"경기도","계","35~39세","1세대가구-부부+기타 친인척","","267",
"경기도","계","35~39세","1세대가구-가구주+미혼형제자매","","10196",
"경기도","계","35~39세","1세대가구-가구주+기타 친인척","","826",
"경기도","계","35~39세","1세대가구-기타","","3464",
"경기도","계","35~39세","2세대가구-계","","730182",
"경기도","계","35~39세","2세대가구-부부+미혼자녀","","594945",
"경기도","계","35~39세","2세대가구-부+미혼자녀","","17440",
"경기도","계","35~39세","2세대가구-모+미혼자녀","","57470",
"경기도","계","35~39세","2세대가구-부부+양친","","1588",
"경기도","계","35~39세","2세대가구-부부+한부모","","4205",
"경기도","계","35~39세","2세대가구-부부+미혼자녀+부부미혼형제자매","","12806",
"경기도","계","35~39세","2세대가구-조부모+미혼손자녀","","83",
"경기도","계","35~39세","2세대가구-조부 또는 조모+미혼손자녀","","705",
"경기도","계","35~39세","2세대가구-기타","","40940",
"경기도","계","35~39세","3세대가구-계","","71073",
"경기도","계","35~39세","3세대가구-부부+미혼자녀+양친","","12184",
"경기도","계","35~39세","3세대가구-부부+미혼자녀+부친","","8469",
"경기도","계","35~39세","3세대가구-부부+미혼자녀+모친","","24780",
"경기도","계","35~39세","3세대가구-기타","","25640",
"경기도","계","35~39세","4세대이상 가구","","972",
"경기도","계","35~39세","1인가구","","119825",
"경기도","계","35~39세","비친족가구","","21325",
"경기도","계","40~44세","일반가구원","","1027268",
"경기도","계","40~44세","1세대가구-계","","75014",
"경기도","계","40~44세","1세대가구-부부","","60811",
"경기도","계","40~44세","1세대가구-부부+미혼형제자매","","1464",
"경기도","계","40~44세","1세대가구-부부+기타 친인척","","190",
"경기도","계","40~44세","1세대가구-가구주+미혼형제자매","","7515",
"경기도","계","40~44세","1세대가구-가구주+기타 친인척","","754",
"경기도","계","40~44세","1세대가구-기타","","4280",
"경기도","계","40~44세","2세대가구-계","","754710",
"경기도","계","40~44세","2세대가구-부부+미혼자녀","","617953",
"경기도","계","40~44세","2세대가구-부+미혼자녀","","16749",
"경기도","계","40~44세","2세대가구-모+미혼자녀","","59656",
"경기도","계","40~44세","2세대가구-부부+양친","","1187",
"경기도","계","40~44세","2세대가구-부부+한부모","","3649",
"경기도","계","40~44세","2세대가구-부부+미혼자녀+부부미혼형제자매","","11702",
"경기도","계","40~44세","2세대가구-조부모+미혼손자녀","","17",
"경기도","계","40~44세","2세대가구-조부 또는 조모+미혼손자녀","","168",
"경기도","계","40~44세","2세대가구-기타","","43629",
"경기도","계","40~44세","3세대가구-계","","77625",
"경기도","계","40~44세","3세대가구-부부+미혼자녀+양친","","12229",
"경기도","계","40~44세","3세대가구-부부+미혼자녀+부친","","8721",
"경기도","계","40~44세","3세대가구-부부+미혼자녀+모친","","30793",
"경기도","계","40~44세","3세대가구-기타","","25882",
"경기도","계","40~44세","4세대이상 가구","","492",
"경기도","계","40~44세","1인가구","","102842",
"경기도","계","40~44세","비친족가구","","16585",
"경기도","계","45~49세","일반가구원","","1161425",
"경기도","계","45~49세","1세대가구-계","","106150",
"경기도","계","45~49세","1세대가구-부부","","89267",
"경기도","계","45~49세","1세대가구-부부+미혼형제자매","","1704",
"경기도","계","45~49세","1세대가구-부부+기타 친인척","","200",
"경기도","계","45~49세","1세대가구-가구주+미혼형제자매","","6774",
"경기도","계","45~49세","1세대가구-가구주+기타 친인척","","929",
"경기도","계","45~49세","1세대가구-기타","","7276",
"경기도","계","45~49세","2세대가구-계","","832150",
"경기도","계","45~49세","2세대가구-부부+미혼자녀","","652816",
"경기도","계","45~49세","2세대가구-부+미혼자녀","","22183",
"경기도","계","45~49세","2세대가구-모+미혼자녀","","81892",
"경기도","계","45~49세","2세대가구-부부+양친","","1396",
"경기도","계","45~49세","2세대가구-부부+한부모","","5762",
"경기도","계","45~49세","2세대가구-부부+미혼자녀+부부미혼형제자매","","10277",
"경기도","계","45~49세","2세대가구-조부모+미혼손자녀","","27",
"경기도","계","45~49세","2세대가구-조부 또는 조모+미혼손자녀","","37",
"경기도","계","45~49세","2세대가구-기타","","57760",
"경기도","계","45~49세","3세대가구-계","","86386",
"경기도","계","45~49세","3세대가구-부부+미혼자녀+양친","","10532",
"경기도","계","45~49세","3세대가구-부부+미혼자녀+부친","","7882",
"경기도","계","45~49세","3세대가구-부부+미혼자녀+모친","","38138",
"경기도","계","45~49세","3세대가구-기타","","29834",
"경기도","계","45~49세","4세대이상 가구","","304",
"경기도","계","45~49세","1인가구","","117392",
"경기도","계","45~49세","비친족가구","","19043",
"경기도","계","50~54세","일반가구원","","1087603",
"경기도","계","50~54세","1세대가구-계","","143674",
"경기도","계","50~54세","1세대가구-부부","","126956",
"경기도","계","50~54세","1세대가구-부부+미혼형제자매","","1658",
"경기도","계","50~54세","1세대가구-부부+기타 친인척","","253",
"경기도","계","50~54세","1세대가구-가구주+미혼형제자매","","4609",
"경기도","계","50~54세","1세대가구-가구주+기타 친인척","","875",
"경기도","계","50~54세","1세대가구-기타","","9323",
"경기도","계","50~54세","2세대가구-계","","742465",
"경기도","계","50~54세","2세대가구-부부+미혼자녀","","559416",
"경기도","계","50~54세","2세대가구-부+미혼자녀","","25535",
"경기도","계","50~54세","2세대가구-모+미혼자녀","","81993",
"경기도","계","50~54세","2세대가구-부부+양친","","1397",
"경기도","계","50~54세","2세대가구-부부+한부모","","7531",
"경기도","계","50~54세","2세대가구-부부+미혼자녀+부부미혼형제자매","","6588",
"경기도","계","50~54세","2세대가구-조부모+미혼손자녀","","244",
"경기도","계","50~54세","2세대가구-조부 또는 조모+미혼손자녀","","102",
"경기도","계","50~54세","2세대가구-기타","","59659",
"경기도","계","50~54세","3세대가구-계","","70775",
"경기도","계","50~54세","3세대가구-부부+미혼자녀+양친","","6076",
"경기도","계","50~54세","3세대가구-부부+미혼자녀+부친","","5368",
"경기도","계","50~54세","3세대가구-부부+미혼자녀+모친","","33280",
"경기도","계","50~54세","3세대가구-기타","","26051",
"경기도","계","50~54세","4세대이상 가구","","385",
"경기도","계","50~54세","1인가구","","111353",
"경기도","계","50~54세","비친족가구","","18951",
"경기도","계","55~59세","일반가구원","","1024664",
"경기도","계","55~59세","1세대가구-계","","220289",
"경기도","계","55~59세","1세대가구-부부","","202203",
"경기도","계","55~59세","1세대가구-부부+미혼형제자매","","1698",
"경기도","계","55~59세","1세대가구-부부+기타 친인척","","450",
"경기도","계","55~59세","1세대가구-가구주+미혼형제자매","","3063",
"경기도","계","55~59세","1세대가구-가구주+기타 친인척","","955",
"경기도","계","55~59세","1세대가구-기타","","11920",
"경기도","계","55~59세","2세대가구-계","","606097",
"경기도","계","55~59세","2세대가구-부부+미혼자녀","","433722",
"경기도","계","55~59세","2세대가구-부+미혼자녀","","25476",
"경기도","계","55~59세","2세대가구-모+미혼자녀","","66313",
"경기도","계","55~59세","2세대가구-부부+양친","","1915",
"경기도","계","55~59세","2세대가구-부부+한부모","","11281",
"경기도","계","55~59세","2세대가구-부부+미혼자녀+부부미혼형제자매","","3851",
"경기도","계","55~59세","2세대가구-조부모+미혼손자녀","","1355",
"경기도","계","55~59세","2세대가구-조부 또는 조모+미혼손자녀","","432",
"경기도","계","55~59세","2세대가구-기타","","61752",
"경기도","계","55~59세","3세대가구-계","","61238",
"경기도","계","55~59세","3세대가구-부부+미혼자녀+양친","","5815",
"경기도","계","55~59세","3세대가구-부부+미혼자녀+부친","","3893",
"경기도","계","55~59세","3세대가구-부부+미혼자녀+모친","","26829",
"경기도","계","55~59세","3세대가구-기타","","24701",
"경기도","계","55~59세","4세대이상 가구","","737",
"경기도","계","55~59세","1인가구","","116975",
"경기도","계","55~59세","비친족가구","","19328",
"경기도","계","60~64세","일반가구원","","819471",
"경기도","계","60~64세","1세대가구-계","","277506",
"경기도","계","60~64세","1세대가구-부부","","260512",
"경기도","계","60~64세","1세대가구-부부+미혼형제자매","","1653",
"경기도","계","60~64세","1세대가구-부부+기타 친인척","","611",
"경기도","계","60~64세","1세대가구-가구주+미혼형제자매","","2043",
"경기도","계","60~64세","1세대가구-가구주+기타 친인척","","949",
"경기도","계","60~64세","1세대가구-기타","","11738",
"경기도","계","60~64세","2세대가구-계","","357043",
"경기도","계","60~64세","2세대가구-부부+미혼자녀","","227505",
"경기도","계","60~64세","2세대가구-부+미혼자녀","","16207",
"경기도","계","60~64세","2세대가구-모+미혼자녀","","40500",
"경기도","계","60~64세","2세대가구-부부+양친","","2061",
"경기도","계","60~64세","2세대가구-부부+한부모","","12002",
"경기도","계","60~64세","2세대가구-부부+미혼자녀+부부미혼형제자매","","1825",
"경기도","계","60~64세","2세대가구-조부모+미혼손자녀","","3500",
"경기도","계","60~64세","2세대가구-조부 또는 조모+미혼손자녀","","1137",
"경기도","계","60~64세","2세대가구-기타","","52306",
"경기도","계","60~64세","3세대가구-계","","57103",
"경기도","계","60~64세","3세대가구-부부+미혼자녀+양친","","9464",
"경기도","계","60~64세","3세대가구-부부+미혼자녀+부친","","3461",
"경기도","계","60~64세","3세대가구-부부+미혼자녀+모친","","18796",
"경기도","계","60~64세","3세대가구-기타","","25382",
"경기도","계","60~64세","4세대이상 가구","","914",
"경기도","계","60~64세","1인가구","","110259",
"경기도","계","60~64세","비친족가구","","16646",
"경기도","계","65~69세","일반가구원","","511765",
"경기도","계","65~69세","1세대가구-계","","212799",
"경기도","계","65~69세","1세대가구-부부","","202531",
"경기도","계","65~69세","1세대가구-부부+미혼형제자매","","903",
"경기도","계","65~69세","1세대가구-부부+기타 친인척","","439",
"경기도","계","65~69세","1세대가구-가구주+미혼형제자매","","912",
"경기도","계","65~69세","1세대가구-가구주+기타 친인척","","696",
"경기도","계","65~69세","1세대가구-기타","","7318",
"경기도","계","65~69세","2세대가구-계","","164945",
"경기도","계","65~69세","2세대가구-부부+미혼자녀","","87504",
"경기도","계","65~69세","2세대가구-부+미혼자녀","","7342",
"경기도","계","65~69세","2세대가구-모+미혼자녀","","21521",
"경기도","계","65~69세","2세대가구-부부+양친","","1448",
"경기도","계","65~69세","2세대가구-부부+한부모","","6516",
"경기도","계","65~69세","2세대가구-부부+미혼자녀+부부미혼형제자매","","579",
"경기도","계","65~69세","2세대가구-조부모+미혼손자녀","","4226",
"경기도","계","65~69세","2세대가구-조부 또는 조모+미혼손자녀","","1539",
"경기도","계","65~69세","2세대가구-기타","","34270",
"경기도","계","65~69세","3세대가구-계","","47235",
"경기도","계","65~69세","3세대가구-부부+미혼자녀+양친","","10043",
"경기도","계","65~69세","3세대가구-부부+미혼자녀+부친","","3145",
"경기도","계","65~69세","3세대가구-부부+미혼자녀+모친","","12962",
"경기도","계","65~69세","3세대가구-기타","","21085",
"경기도","계","65~69세","4세대이상 가구","","560",
"경기도","계","65~69세","1인가구","","76574",
"경기도","계","65~69세","비친족가구","","9652",
"경기도","계","70~74세","일반가구원","","394666",
"경기도","계","70~74세","1세대가구-계","","162809",
"경기도","계","70~74세","1세대가구-부부","","156552",
"경기도","계","70~74세","1세대가구-부부+미혼형제자매","","545",
"경기도","계","70~74세","1세대가구-부부+기타 친인척","","340",
"경기도","계","70~74세","1세대가구-가구주+미혼형제자매","","462",
"경기도","계","70~74세","1세대가구-가구주+기타 친인척","","477",
"경기도","계","70~74세","1세대가구-기타","","4433",
"경기도","계","70~74세","2세대가구-계","","111233",
"경기도","계","70~74세","2세대가구-부부+미혼자녀","","46640",
"경기도","계","70~74세","2세대가구-부+미혼자녀","","4702",
"경기도","계","70~74세","2세대가구-모+미혼자녀","","17714",
"경기도","계","70~74세","2세대가구-부부+양친","","1303",
"경기도","계","70~74세","2세대가구-부부+한부모","","3785",
"경기도","계","70~74세","2세대가구-부부+미혼자녀+부부미혼형제자매","","246",
"경기도","계","70~74세","2세대가구-조부모+미혼손자녀","","4324",
"경기도","계","70~74세","2세대가구-조부 또는 조모+미혼손자녀","","2268",
"경기도","계","70~74세","2세대가구-기타","","30251",
"경기도","계","70~74세","3세대가구-계","","48372",
"경기도","계","70~74세","3세대가구-부부+미혼자녀+양친","","9920",
"경기도","계","70~74세","3세대가구-부부+미혼자녀+부친","","3528",
"경기도","계","70~74세","3세대가구-부부+미혼자녀+모친","","13425",
"경기도","계","70~74세","3세대가구-기타","","21499",
"경기도","계","70~74세","4세대이상 가구","","316",
"경기도","계","70~74세","1인가구","","65253",
"경기도","계","70~74세","비친족가구","","6683",
"경기도","계","75~79세","일반가구원","","310540",
"경기도","계","75~79세","1세대가구-계","","109746",
"경기도","계","75~79세","1세대가구-부부","","106120",
"경기도","계","75~79세","1세대가구-부부+미혼형제자매","","261",
"경기도","계","75~79세","1세대가구-부부+기타 친인척","","194",
"경기도","계","75~79세","1세대가구-가구주+미혼형제자매","","203",
"경기도","계","75~79세","1세대가구-가구주+기타 친인척","","386",
"경기도","계","75~79세","1세대가구-기타","","2582",
"경기도","계","75~79세","2세대가구-계","","85911",
"경기도","계","75~79세","2세대가구-부부+미혼자녀","","24656",
"경기도","계","75~79세","2세대가구-부+미혼자녀","","3237",
"경기도","계","75~79세","2세대가구-모+미혼자녀","","15196",
"경기도","계","75~79세","2세대가구-부부+양친","","1404",
"경기도","계","75~79세","2세대가구-부부+한부모","","3776",
"경기도","계","75~79세","2세대가구-부부+미혼자녀+부부미혼형제자매","","80",
"경기도","계","75~79세","2세대가구-조부모+미혼손자녀","","4008",
"경기도","계","75~79세","2세대가구-조부 또는 조모+미혼손자녀","","3556",
"경기도","계","75~79세","2세대가구-기타","","29998",
"경기도","계","75~79세","3세대가구-계","","51510",
"경기도","계","75~79세","3세대가구-부부+미혼자녀+양친","","8791",
"경기도","계","75~79세","3세대가구-부부+미혼자녀+부친","","3609",
"경기도","계","75~79세","3세대가구-부부+미혼자녀+모친","","16740",
"경기도","계","75~79세","3세대가구-기타","","22370",
"경기도","계","75~79세","4세대이상 가구","","231",
"경기도","계","75~79세","1인가구","","58022",
"경기도","계","75~79세","비친족가구","","5120",
"경기도","계","80~84세","일반가구원","","200400",
"경기도","계","80~84세","1세대가구-계","","53558",
"경기도","계","80~84세","1세대가구-부부","","51919",
"경기도","계","80~84세","1세대가구-부부+미혼형제자매","","88",
"경기도","계","80~84세","1세대가구-부부+기타 친인척","","91",
"경기도","계","80~84세","1세대가구-가구주+미혼형제자매","","101",
"경기도","계","80~84세","1세대가구-가구주+기타 친인척","","211",
"경기도","계","80~84세","1세대가구-기타","","1148",
"경기도","계","80~84세","2세대가구-계","","58116",
"경기도","계","80~84세","2세대가구-부부+미혼자녀","","9599",
"경기도","계","80~84세","2세대가구-부+미혼자녀","","1939",
"경기도","계","80~84세","2세대가구-모+미혼자녀","","9567",
"경기도","계","80~84세","2세대가구-부부+양친","","1350",
"경기도","계","80~84세","2세대가구-부부+한부모","","5673",
"경기도","계","80~84세","2세대가구-부부+미혼자녀+부부미혼형제자매","","23",
"경기도","계","80~84세","2세대가구-조부모+미혼손자녀","","2592",
"경기도","계","80~84세","2세대가구-조부 또는 조모+미혼손자녀","","3522",
"경기도","계","80~84세","2세대가구-기타","","23851",
"경기도","계","80~84세","3세대가구-계","","42363",
"경기도","계","80~84세","3세대가구-부부+미혼자녀+양친","","5551",
"경기도","계","80~84세","3세대가구-부부+미혼자녀+부친","","3191",
"경기도","계","80~84세","3세대가구-부부+미혼자녀+모친","","16208",
"경기도","계","80~84세","3세대가구-기타","","17413",
"경기도","계","80~84세","4세대이상 가구","","482",
"경기도","계","80~84세","1인가구","","42249",
"경기도","계","80~84세","비친족가구","","3632",
"경기도","계","85세이상","일반가구원","","121659",
"경기도","계","85세이상","1세대가구-계","","18305",
"경기도","계","85세이상","1세대가구-부부","","17404",
"경기도","계","85세이상","1세대가구-부부+미혼형제자매","","23",
"경기도","계","85세이상","1세대가구-부부+기타 친인척","","66",
"경기도","계","85세이상","1세대가구-가구주+미혼형제자매","","42",
"경기도","계","85세이상","1세대가구-가구주+기타 친인척","","177",
"경기도","계","85세이상","1세대가구-기타","","593",
"경기도","계","85세이상","2세대가구-계","","41862",
"경기도","계","85세이상","2세대가구-부부+미혼자녀","","2552",
"경기도","계","85세이상","2세대가구-부+미혼자녀","","978",
"경기도","계","85세이상","2세대가구-모+미혼자녀","","5718",
"경기도","계","85세이상","2세대가구-부부+양친","","1016",
"경기도","계","85세이상","2세대가구-부부+한부모","","10257",
"경기도","계","85세이상","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"경기도","계","85세이상","2세대가구-조부모+미혼손자녀","","1050",
"경기도","계","85세이상","2세대가구-조부 또는 조모+미혼손자녀","","2752",
"경기도","계","85세이상","2세대가구-기타","","17536",
"경기도","계","85세이상","3세대가구-계","","31439",
"경기도","계","85세이상","3세대가구-부부+미혼자녀+양친","","2240",
"경기도","계","85세이상","3세대가구-부부+미혼자녀+부친","","2570",
"경기도","계","85세이상","3세대가구-부부+미혼자녀+모친","","14195",
"경기도","계","85세이상","3세대가구-기타","","12434",
"경기도","계","85세이상","4세대이상 가구","","1123",
"경기도","계","85세이상","1인가구","","25921",
"경기도","계","85세이상","비친족가구","","3009",
"경기도","남자","합계","일반가구원","","6186317",
"경기도","남자","합계","1세대가구-계","","855751",
"경기도","남자","합계","1세대가구-부부","","754023",
"경기도","남자","합계","1세대가구-부부+미혼형제자매","","8385",
"경기도","남자","합계","1세대가구-부부+기타 친인척","","1931",
"경기도","남자","합계","1세대가구-가구주+미혼형제자매","","49316",
"경기도","남자","합계","1세대가구-가구주+기타 친인척","","5114",
"경기도","남자","합계","1세대가구-기타","","36982",
"경기도","남자","합계","2세대가구-계","","4039788",
"경기도","남자","합계","2세대가구-부부+미혼자녀","","3128213",
"경기도","남자","합계","2세대가구-부+미혼자녀","","223467",
"경기도","남자","합계","2세대가구-모+미혼자녀","","275419",
"경기도","남자","합계","2세대가구-부부+양친","","9108",
"경기도","남자","합계","2세대가구-부부+한부모","","30821",
"경기도","남자","합계","2세대가구-부부+미혼자녀+부부미혼형제자매","","46939",
"경기도","남자","합계","2세대가구-조부모+미혼손자녀","","17396",
"경기도","남자","합계","2세대가구-조부 또는 조모+미혼손자녀","","12340",
"경기도","남자","합계","2세대가구-기타","","296085",
"경기도","남자","합계","3세대가구-계","","471482",
"경기도","남자","합계","3세대가구-부부+미혼자녀+양친","","71591",
